peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
119.88,1.8,V,56,0,15,3,4,3,0,N,2,3,3
98.22,1.68,V,49,0,13,0,0,0,6,N,1,0,0
94.42,1.78,V,35,0,0,0,10,0,0,N,2,3,2
88.48,1.65,M,42,0,0,0,1,1,0,N,1,3,2
51.41,1.69,M,60,70,4,2,15,7,1,N,2,3,3
58.97,1.81,V,30,80,6,0,26,6,0,N,2,3,3
92.8,1.61,M,45,0,4,3,0,0,0,N,1,3,3
102.96,1.73,V,69,0,0,2,0,0,0,N,1,3,3
100.73,1.65,M,44,0,4,0,11,14,0,N,1,2,3
51.97,1.6,M,56,20,5,1,15,6,0,N,2,2,1
102.34,1.78,V,35,0,0,1,0,0,0,S,1,1,1
53.25,1.72,V,57,70,13,0,0,1,0,N,1,3,1
105.96,1.75,V,22,0,3,5,21,5,0,N,2,2,2
100.53,1.69,M,28,0,25,3,0,0,0,N,2,3,3
86.98,1.72,V,20,0,4,0,10,2,0,N,0,0,1
94.82,1.67,V,51,0,16,0,30,11,0,N,0,1,3
49,1.65,M,62,60,5,0,17,7,0,N,1,2,2
49,1.65,M,40,80,0,3,13,3,0,N,1,0,1
81.76,1.64,V,32,0,0,0,3,0,0,N,0,1,1
114.79,1.72,V,39,0,6,3,0,8,6,N,3,4,4
52.02,1.7,V,42,40,1,0,9,3,0,N,1,2,2
88.91,1.68,M,27,0,0,2,5,3,0,N,0,1,2
96.5,1.67,M,34,0,10,2,17,6,0,N,1,2,1
108.04,1.73,V,52,0,1,1,14,14,0,N,2,3,3
47.82,1.63,M,49,110,0,4,1,0,0,N,1,4,4
95.96,1.68,V,18,0,0,4,0,0,NA,N,1,1,2
85.02,1.63,M,27,0,0,2,23,7,1,N,2,4,4
102.05,1.71,M,31,0,0,7,4,0,0,N,0,3,3
96.17,1.66,V,35,0,0,0,13,12,0,N,0,0,1
113.68,1.81,V,39,0,3,3,2,0,0,N,1,0,1
107.22,1.7,V,56,0,2,0,28,15,0,N,0,0,0
73.49,1.56,M,37,0,0,0,0,0,1,N,1,2,2
99.22,1.75,V,52,0,9,0,0,0,0,N,2,4,3
97.68,1.7,M,18,0,0,4,21,5,8,N,2,3,3
78.34,1.6,M,63,0,0,0,4,0,0,N,2,3,3
96.98,1.63,M,41,0,28,2,12,0,0,S,2,2,2
101.79,1.67,M,79,0,0,1,0,0,1,N,1,1,0
127.33,1.8,V,24,0,0,9,0,0,0,N,0,0,1
46.66,1.61,M,38,50,18,3,11,6,0,N,2,1,1
106.72,1.65,M,36,0,1,1,22,19,0,N,1,2,1
102.65,1.61,M,55,0,0,3,16,11,0,N,1,2,1
112.23,1.73,M,51,0,10,6,4,0,0,N,3,3,2
54.5,1.74,V,43,80,0,0,16,5,0,N,1,3,4
101.46,1.73,V,52,0,6,2,0,2,0,N,2,4,4
87.87,1.61,M,48,0,13,0,2,5,0,N,1,4,4
90.25,1.59,M,46,0,13,0,3,11,0,N,1,3,4
114.37,1.8,V,53,0,4,1,3,4,0,N,1,2,1
77.31,1.6,M,55,0,0,0,13,0,0,N,3,4,3
105.02,1.72,V,31,0,5,5,10,1,2,N,1,2,2
89.8,1.67,V,18,0,1,2,16,6,0,N,0,2,2
89.19,1.73,V,63,10,1,0,0,6,0,N,1,3,3
44.37,1.57,M,49,50,4,4,11,8,0,N,1,0,1
60.94,1.75,V,21,10,5,0,12,1,0,N,2,3,2
54.5,1.74,M,54,30,0,1,17,0,0,N,1,3,4
103.85,1.74,M,36,0,1,3,0,2,0,N,2,4,4
108.04,1.73,V,22,0,14,3,10,8,0,N,1,2,0
122.9,1.83,V,18,0,5,6,0,0,0,N,1,1,1
73.97,1.69,V,55,10,11,0,0,0,1,N,1,2,1
95.91,1.61,V,41,0,2,4,1,4,0,N,1,1,0
107.77,1.77,V,67,0,7,1,0,0,0,N,1,2,2
95.48,1.79,V,23,0,0,0,0,2,0,N,1,1,3
109.9,1.74,V,27,0,11,0,18,18,0,N,2,4,4
95.55,1.75,V,36,0,1,0,8,4,0,N,1,3,4
53.34,1.68,V,46,20,0,1,19,7,0,N,2,3,3
49.6,1.66,M,59,60,1,0,7,5,0,N,3,4,2
109.65,1.77,V,35,0,1,6,0,0,0,N,1,4,4
104.14,1.72,V,31,0,3,0,0,7,0,N,0,0,0
69.56,1.82,V,49,30,10,5,4,8,0,N,1,1,1
103.29,1.78,V,45,0,6,1,0,0,0,N,2,3,3
107.15,1.73,M,18,0,0,3,0,6,6,N,1,4,4
104.25,1.69,V,35,0,0,4,3,9,0,N,1,2,2
90.87,1.58,M,19,0,7,3,1,5,6,N,1,2,2
92.25,1.64,V,53,0,23,2,0,0,0,N,1,3,3
46.08,1.6,M,43,50,0,3,22,12,0,N,1,1,1
88,1.57,M,18,0,0,0,8,15,0,N,0,2,1
54.5,1.74,V,51,50,3,0,5,1,0,N,2,4,4
49,1.65,V,45,20,2,0,5,2,0,N,2,4,4
91.97,1.69,M,18,0,8,2,0,2,0,N,2,2,1
94.79,1.66,M,18,0,19,4,12,0,0,N,0,2,3
109.4,1.66,M,48,0,0,3,12,15,0,N,2,4,4
45.51,1.59,M,54,260,0,2,11,5,0,N,0,1,1
79.14,1.58,M,38,0,2,0,11,3,0,N,1,1,1
117.17,1.77,V,41,0,0,5,0,3,0,N,2,3,2
100.52,1.74,V,58,0,0,0,1,2,0,N,2,4,4
97.37,1.71,V,60,0,12,0,0,0,0,N,2,4,4
111.93,1.73,V,73,0,1,0,13,8,2,N,1,2,2
81.62,1.62,M,29,0,17,1,0,0,0,N,1,2,3
86.58,1.65,V,24,0,0,0,0,4,0,N,1,0,0
95.27,1.62,M,20,0,6,5,6,5,0,N,3,3,3
54.5,1.74,V,18,60,4,2,0,2,0,N,2,2,3
83.04,1.65,M,44,0,7,0,2,0,0,N,1,2,2
88.62,1.58,M,63,0,6,1,0,3,0,S,2,2,3
96.22,1.67,V,56,0,3,0,9,3,0,N,2,1,0
87.66,1.65,M,39,0,0,0,10,7,0,N,2,2,2
58.99,1.53,M,51,10,0,0,3,4,0,N,2,4,2
62.72,1.72,V,39,20,0,4,12,6,0,N,1,2,0
55.12,1.75,V,22,70,4,4,13,6,0,N,0,0,0
80.57,1.62,M,45,0,2,2,0,0,0,N,1,4,4
104.56,1.78,V,29,0,0,4,6,0,0,N,1,2,2
74.32,1.65,M,18,0,3,0,0,0,0,N,3,4,4
105.49,1.83,V,33,0,0,0,16,9,0,N,2,2,3
109.76,1.72,V,55,0,0,0,13,12,0,N,0,0,0
96.94,1.61,M,71,0,7,4,0,0,0,N,0,2,2
106.06,1.79,V,55,0,1,1,0,0,0,N,1,2,4
93.15,1.78,V,31,0,1,0,0,0,0,N,0,1,1
107.98,1.72,V,52,0,0,0,22,15,0,N,1,3,3
52.02,1.7,M,46,60,4,0,4,0,0,N,1,3,2
83.97,1.6,M,49,0,6,3,15,2,0,N,3,4,4
88.91,1.68,M,24,0,0,0,0,0,0,N,1,2,0
96.24,1.68,M,26,0,0,4,2,4,0,N,2,4,4
92.02,1.61,M,34,0,0,0,27,18,0,N,2,4,4
106.72,1.65,M,23,0,5,5,16,10,1,N,0,2,2
109.05,1.67,M,32,0,6,3,6,10,0,N,0,0,0
47.82,1.63,M,47,180,10,0,1,0,0,S,1,3,4
105.82,1.66,M,41,0,0,4,8,9,0,N,1,1,1
89.24,1.67,M,40,0,1,0,2,0,0,N,0,1,0
93.35,1.7,M,20,0,0,4,0,2,0,N,2,4,4
57.03,1.78,V,43,20,0,1,3,0,0,N,1,2,2
54.5,1.74,V,25,50,0,3,0,0,0,N,2,2,3
55.12,1.75,M,45,190,0,0,0,3,0,N,2,3,3
53.87,1.73,V,23,90,9,2,0,0,0,N,1,1,0
90.88,1.68,M,51,0,0,1,16,4,0,N,2,2,4
109.51,1.8,V,18,0,5,4,16,5,0,N,2,3,3
125.92,1.83,V,49,0,1,6,0,0,0,N,0,1,2
81.47,1.76,V,32,10,0,0,25,9,1,N,1,3,2
43.8,1.56,M,40,40,11,1,8,1,0,N,1,2,0
111.53,1.72,V,63,0,7,4,2,0,0,N,2,2,3
106.28,1.63,M,58,0,0,8,26,12,0,N,1,2,4
94.21,1.6,M,50,0,0,1,5,5,0,N,1,1,0
80.63,1.58,M,40,0,0,3,0,1,0,N,2,4,4
80.86,1.65,M,38,0,4,0,2,3,0,N,3,3,3
99.37,1.63,V,48,0,0,0,9,11,0,N,1,1,0
85.03,1.62,M,51,0,4,1,9,0,0,N,2,4,4
87.95,1.64,M,18,0,14,0,13,6,0,N,1,0,0
50.8,1.68,M,27,110,10,0,0,0,0,N,0,1,2
126.74,1.78,V,22,0,13,7,19,22,0,N,2,3,4
108.48,1.71,V,29,0,7,2,11,14,1,N,2,4,4
105.91,1.72,M,55,0,0,1,16,10,0,N,1,3,3
119.72,1.73,M,75,0,11,2,7,12,0,N,1,3,2
106.57,1.74,V,51,0,0,2,12,6,0,N,1,1,2
57.29,1.61,M,52,20,4,0,9,12,0,N,1,3,3
106.24,1.64,M,53,0,0,5,1,7,0,N,1,2,1
94.05,1.63,M,22,0,0,6,0,2,0,N,2,4,4
107.18,1.76,V,57,0,12,0,12,6,0,N,2,3,3
105.04,1.75,V,49,0,2,0,8,3,0,N,2,2,1
91.23,1.71,M,48,0,0,0,0,0,0,N,3,4,4
94.82,1.69,M,52,0,6,0,4,0,0,N,1,2,1
125.32,1.77,V,19,0,14,3,21,18,0,N,2,3,2
102.9,1.75,V,51,0,0,4,0,0,0,N,1,3,3
53.25,1.72,V,18,110,0,0,15,21,0,N,0,0,0
65.48,1.59,M,25,10,7,3,0,0,0,N,0,1,1
112.04,1.88,V,29,0,15,2,8,1,0,N,0,2,2
121.98,1.78,V,29,0,0,8,9,3,0,N,1,0,0
43.8,1.56,M,65,120,0,0,18,3,0,S,2,3,4
95.15,1.56,M,58,0,20,1,9,6,0,N,0,1,1
78.47,1.62,M,21,0,0,2,1,1,0,N,2,4,4
112.9,1.68,V,33,0,0,3,18,18,0,N,0,1,0
103.61,1.66,M,19,0,0,5,0,4,0,N,0,0,0
106.92,1.8,V,44,0,0,3,0,0,0,N,2,3,2
106.73,1.71,V,54,0,0,0,5,8,0,S,1,1,2
97.98,1.61,M,37,0,0,5,4,2,3,N,0,0,0
110.22,1.66,M,67,0,0,3,39,24,0,N,2,4,4
103.48,1.83,V,37,0,6,0,23,5,0,N,3,4,4
64.27,1.54,M,35,10,17,3,5,0,0,N,1,1,2
117.6,1.75,V,66,0,0,0,24,16,0,N,3,2,3
46.01,1.59,M,28,20,13,2,0,0,0,N,0,1,0
97.68,1.7,V,55,0,0,3,0,0,0,S,2,4,4
57.67,1.79,V,40,50,0,4,0,2,4,N,1,3,4
47.24,1.62,M,34,20,2,0,14,8,0,N,2,4,4
101.39,1.69,V,36,0,1,4,8,6,0,N,1,2,4
82.7,1.68,M,48,0,0,0,4,0,0,N,3,4,4
54.5,1.74,V,39,100,3,9,0,4,4,N,0,3,2
101.41,1.66,V,70,0,1,0,21,7,0,N,0,1,1
111.82,1.76,V,29,0,1,0,8,12,0,N,2,2,3
56.39,1.77,V,38,40,0,0,15,18,0,N,2,2,1
79.64,1.66,M,30,0,1,0,4,0,0,N,0,2,4
56.39,1.77,V,57,120,4,2,5,2,0,N,2,3,3
101.16,1.73,V,22,0,11,1,0,5,0,N,1,1,0
82.57,1.64,M,22,0,6,0,2,0,0,N,1,2,1
106.97,1.68,M,50,0,0,5,0,6,0,N,0,2,3
93.26,1.63,M,28,0,7,2,5,2,1,N,0,1,0
55.12,1.75,V,53,70,0,0,7,2,0,N,0,1,1
99.91,1.74,M,38,0,3,0,0,4,0,N,1,3,2
101.87,1.61,M,81,0,0,5,1,1,0,N,2,3,2
90.46,1.7,V,56,0,12,0,13,0,0,N,2,2,2
90.65,1.75,V,18,0,0,0,0,3,0,N,2,4,2
84.8,1.71,M,48,0,4,0,12,1,0,N,2,3,2
106.88,1.75,V,47,0,11,4,0,0,0,N,1,3,2
115.79,1.84,V,42,0,3,5,10,0,1,N,2,3,4
122.3,1.78,V,46,0,10,4,3,6,0,N,2,3,2
100.82,1.69,M,34,0,9,3,1,0,1,N,3,2,1
90.93,1.65,M,18,0,2,3,0,3,0,N,2,3,2
113.4,1.8,V,34,0,12,2,18,10,1,N,1,3,3
119.72,1.73,M,27,0,3,4,17,24,0,N,0,2,3
60.28,1.83,V,56,50,8,0,10,7,4,N,1,3,2
49.6,1.66,M,54,90,0,3,0,0,0,N,2,3,4
58.32,1.8,V,55,130,0,1,0,2,0,N,2,2,1
95.26,1.8,V,31,0,0,0,4,0,0,N,1,1,1
46.08,1.6,M,64,40,0,1,17,8,0,N,2,4,4
121.1,1.74,V,43,0,3,3,12,16,0,N,0,0,0
90.8,1.62,M,22,0,12,4,7,5,0,N,0,0,1
48.41,1.64,M,48,30,11,1,0,8,0,N,1,3,3
109.02,1.84,V,44,0,0,1,0,0,0,N,2,3,2
88.69,1.67,M,51,0,0,0,5,3,2,N,1,3,4
83.49,1.66,V,50,0,0,0,0,0,0,N,0,3,2
101.4,1.64,M,69,0,5,2,14,7,0,N,1,2,2
102.45,1.68,M,67,0,0,3,3,0,0,N,2,4,4
106.57,1.75,V,31,0,0,3,10,5,0,N,1,1,1
77.05,1.63,M,26,0,0,1,0,0,0,N,0,2,0
93.39,1.69,M,27,0,0,0,6,10,0,N,2,3,3
58.97,1.81,V,54,30,0,2,9,12,0,S,2,4,4
108.44,1.81,V,48,0,0,0,0,1,0,N,0,0,0
103.82,1.75,V,53,0,9,0,8,4,0,N,0,2,2
75.59,1.59,M,40,0,0,0,0,3,0,N,1,1,2
96.72,1.66,M,54,0,0,2,0,3,0,N,1,3,4
103.39,1.77,V,34,0,1,0,14,7,0,N,3,4,3
81.88,1.62,M,27,0,0,1,8,4,0,N,3,4,2
117.17,1.77,V,63,0,14,2,9,5,0,N,0,2,2
107.32,1.84,V,23,0,0,0,0,0,0,N,0,0,1
59.62,1.82,V,21,110,0,5,2,5,0,N,2,3,4
107.47,1.66,M,70,0,5,0,5,6,0,N,1,1,1
105.67,1.82,V,48,0,15,0,0,0,0,N,2,3,2
102.82,1.69,M,46,0,0,2,12,9,0,N,1,3,1
80.04,1.67,M,18,0,0,2,15,2,0,N,2,4,3
112.63,1.74,V,42,0,3,4,8,0,NA,N,2,2,1
124.09,1.8,V,47,0,0,8,0,0,0,N,2,4,4
123.9,1.76,V,54,0,1,1,24,15,0,N,1,0,0
102.05,1.71,M,45,0,1,2,22,10,3,N,3,4,4
84.22,1.67,M,51,0,0,0,15,3,0,N,0,2,4
111.84,1.78,V,60,0,0,1,3,5,0,N,2,2,1
99.84,1.75,V,21,0,0,5,6,2,0,N,1,3,1
60.05,1.63,M,30,20,9,1,4,6,0,N,0,0,0
111.64,1.73,V,27,0,0,4,7,9,0,N,0,0,1
50.8,1.68,V,52,100,0,3,0,5,0,N,1,2,2
57.03,1.78,V,59,50,0,3,3,2,0,N,0,1,0
104.15,1.74,V,42,0,7,2,0,3,0,N,1,2,2
92.9,1.62,M,48,0,0,0,0,4,0,N,0,1,0
101.04,1.62,M,66,0,0,4,0,0,0,N,0,0,1
94.61,1.8,V,29,0,0,0,2,0,0,N,1,2,3
86.06,1.61,M,18,0,4,0,20,10,0,N,2,2,1
53.25,1.72,M,18,110,7,0,0,0,0,N,0,1,3
97.08,1.75,V,55,0,2,0,0,0,8,N,1,2,3
91.72,1.64,M,52,0,1,3,0,0,0,N,1,2,2
133.6,1.89,V,29,0,13,0,12,16,6,N,0,3,3
92.56,1.65,M,37,0,6,2,13,8,0,N,1,2,1
99.48,1.66,M,55,0,9,5,0,0,0,N,1,3,3
117.91,1.75,V,39,0,3,6,3,1,3,N,0,1,1
97.57,1.76,V,31,0,8,0,1,0,0,N,0,2,3
88.12,1.58,M,39,0,0,1,6,8,1,N,2,2,2
109.96,1.77,V,31,0,0,3,9,9,0,N,1,4,4
55.76,1.76,V,57,40,0,3,8,0,0,N,1,3,3
84.02,1.72,V,30,0,0,0,0,1,0,N,3,4,4
54.5,1.74,V,50,30,12,4,8,0,0,N,1,2,0
53.87,1.73,V,41,100,0,4,10,10,0,N,3,3,2
104.12,1.75,V,61,0,0,1,0,1,1,N,0,1,3
57.03,1.78,V,29,70,0,0,8,4,0,N,1,2,3
91.11,1.69,V,47,0,0,0,0,0,0,N,2,2,1
95.79,1.62,M,39,0,17,0,0,7,0,N,2,3,4
56.39,1.77,V,31,60,9,0,0,0,0,S,1,0,1
95.48,1.64,M,55,0,10,3,2,0,0,N,0,2,3
101.73,1.74,V,39,0,0,1,1,0,10,N,2,4,4
105.97,1.74,V,27,0,4,4,0,0,0,N,2,2,2
95.96,1.69,M,34,0,5,2,3,2,0,N,3,3,3
50.2,1.67,M,37,70,4,0,0,0,6,N,3,2,1
93.42,1.68,M,25,0,0,3,0,2,0,N,1,3,2
98.82,1.69,V,18,0,13,4,5,2,0,N,2,1,0
52.63,1.71,V,32,30,0,1,8,7,0,N,2,3,4
52.63,1.71,M,26,110,28,0,15,9,0,N,2,1,1
92.4,1.71,M,39,0,0,0,0,3,0,N,2,4,4
97.27,1.66,M,47,0,0,0,3,8,0,S,0,2,3
94.16,1.57,M,45,0,5,6,0,3,0,S,2,4,4
87.09,1.73,M,28,0,0,0,13,2,0,N,0,1,1
92.56,1.65,M,53,0,5,3,0,0,0,N,1,2,3
122.5,1.75,V,49,0,9,4,0,10,0,N,1,2,2
94.74,1.62,M,55,0,16,3,9,2,0,N,2,3,3
110.89,1.78,V,43,0,0,2,7,4,1,N,0,1,1
93.26,1.63,M,67,0,0,1,0,3,0,N,3,4,4
89.52,1.76,V,40,0,0,0,5,0,0,N,0,2,1
57.03,1.78,M,37,50,0,6,0,2,3,N,2,3,4
108.1,1.68,V,40,0,0,1,18,15,0,N,1,2,3
44.37,1.57,M,18,60,0,0,24,16,2,N,2,2,2
54.5,1.74,V,41,20,0,0,8,0,0,N,0,2,1
103.85,1.73,M,49,0,0,0,29,15,0,N,2,4,4
94.47,1.65,V,45,0,7,2,0,1,0,N,0,3,2
50.2,1.67,M,33,90,1,0,3,0,0,N,1,2,2
96.24,1.68,M,22,0,9,0,1,4,7,N,1,1,1
96.69,1.61,M,26,0,0,5,0,3,1,N,2,4,4
107.09,1.67,V,23,0,5,3,10,10,0,N,2,2,1
118.68,1.74,V,43,0,26,2,0,5,4,N,3,2,3
69.21,1.61,M,25,0,0,0,30,5,0,N,3,4,4
98.54,1.78,V,54,0,0,0,0,0,0,N,2,3,2
101.04,1.68,M,55,0,3,5,17,7,0,N,0,1,3
131.17,1.82,V,63,0,0,2,0,8,3,N,2,4,3
77.42,1.62,M,42,0,0,0,10,0,0,N,2,3,4
92.03,1.67,M,48,0,0,3,4,0,0,N,1,2,3
45.51,1.59,M,36,50,0,1,10,10,0,N,1,1,2
113.58,1.7,V,55,0,0,5,0,6,0,N,0,0,0
58.32,1.8,V,28,160,0,0,10,0,0,N,1,1,1
52.02,1.7,M,39,150,12,3,23,21,0,N,1,3,2
118.59,1.81,V,48,0,3,1,11,9,0,N,2,1,3
105.96,1.75,V,57,0,5,0,17,11,0,N,2,3,4
111.11,1.74,M,23,0,9,4,5,3,2,N,2,2,1
78.41,1.65,M,47,0,0,0,23,6,0,N,0,1,2
74.24,1.55,M,46,0,5,0,0,0,0,N,2,3,3
93.14,1.68,M,19,0,3,4,10,2,0,N,1,1,1
103.89,1.66,M,64,0,0,0,11,10,0,N,0,0,0
103.17,1.7,M,18,0,0,7,8,4,0,N,0,2,2
114.19,1.72,V,27,0,0,8,0,3,0,N,2,4,3
102.33,1.74,V,63,0,0,0,1,3,0,N,1,2,1
53.87,1.73,V,30,80,0,0,0,0,0,N,0,0,2
111.51,1.76,V,63,0,5,0,1,2,0,N,1,1,1
89.84,1.65,M,18,0,0,4,4,0,0,N,0,1,4
53.87,1.73,V,18,60,2,5,0,3,0,N,2,2,2
76.58,1.79,V,18,20,0,3,19,18,0,N,2,4,4
98.55,1.65,M,49,0,6,2,9,5,0,N,2,2,1
101.47,1.72,V,62,0,0,0,0,0,7,N,2,4,4
101.19,1.77,V,18,0,0,0,8,5,6,N,0,1,0
99.7,1.7,M,68,0,0,1,3,2,0,N,0,2,2
102.56,1.63,M,50,0,0,6,0,0,0,N,2,2,1
128.16,1.79,M,75,0,0,3,0,4,0,N,0,1,1
110.82,1.71,V,65,0,0,5,8,1,0,N,1,2,4
99.99,1.72,V,18,0,1,3,0,4,1,N,2,4,3
95.96,1.69,M,57,0,0,0,0,0,0,N,1,2,2
86.79,1.73,M,35,0,0,0,0,0,0,N,2,3,3
114.28,1.82,V,18,0,14,5,5,1,0,N,1,1,1
43.25,1.55,M,71,170,0,4,0,9,0,N,1,3,4
76.1,1.59,M,43,0,0,0,0,0,0,N,1,2,2
106.27,1.74,V,32,0,2,0,26,14,2,N,2,1,1
47.82,1.63,M,38,70,0,2,0,0,0,N,1,4,4
97.87,1.73,V,46,0,0,3,3,0,0,N,4,4,4
93.97,1.69,V,63,0,0,3,2,0,0,N,1,2,4
109.94,1.78,V,58,0,6,0,0,5,0,N,0,2,1
45.51,1.59,M,44,30,9,2,0,11,0,N,2,4,4
81.46,1.77,M,18,0,0,0,13,0,0,S,3,4,4
116.96,1.71,V,65,0,9,4,0,3,0,N,0,0,0
107.49,1.75,V,58,0,16,2,0,0,0,S,1,2,2
94.61,1.61,M,62,0,24,1,5,0,0,S,1,0,0
52.02,1.7,V,40,110,9,0,12,0,0,N,1,3,1
55.76,1.76,V,64,140,0,3,6,8,0,N,3,4,2
102.74,1.64,M,48,0,8,4,1,4,1,N,0,2,2
94.67,1.64,M,52,0,0,4,14,3,0,N,2,3,1
60.28,1.83,V,33,40,17,1,10,11,0,N,2,3,3
109.65,1.77,V,25,0,21,3,0,0,0,N,2,2,2
49.6,1.66,V,59,40,1,7,0,0,0,N,0,3,3
50.8,1.68,M,29,210,3,0,6,0,0,N,1,1,1
96.81,1.7,M,48,0,0,1,11,4,0,N,0,3,3
53.25,1.72,M,49,30,0,4,5,0,0,N,0,0,0
89.92,1.74,V,18,0,8,2,3,0,0,N,2,4,3
96.72,1.66,M,39,0,0,2,0,5,0,N,3,4,4
110.4,1.7,V,55,0,0,3,6,7,0,N,2,2,3
58.32,1.8,V,49,90,0,0,4,2,0,N,2,2,3
108.09,1.77,V,58,0,1,0,15,11,0,N,3,4,4
49.6,1.66,V,50,40,0,1,6,1,0,N,1,3,4
91.4,1.69,M,29,0,9,3,0,0,0,N,1,3,2
105.19,1.78,V,27,0,5,0,12,13,0,S,1,2,4
55.76,1.76,M,70,70,11,0,0,0,0,N,1,2,3
107.46,1.77,V,31,0,0,1,9,5,0,N,0,1,0
69.28,1.62,M,40,10,0,4,1,0,0,S,0,2,3
95.38,1.67,M,35,0,3,0,0,7,0,N,0,2,1
97.79,1.74,V,18,0,0,4,0,0,0,N,3,3,4
54.5,1.74,V,44,40,0,1,0,0,0,N,3,4,4
118.34,1.72,V,47,0,0,6,9,10,1,N,1,2,3
99.49,1.78,V,47,0,0,0,1,2,0,N,1,3,4
95.85,1.72,V,34,0,17,1,4,1,0,N,1,2,2
50.8,1.68,M,46,30,1,6,6,0,3,N,0,0,1
87.22,1.59,M,31,0,4,1,9,8,0,N,1,2,2
49,1.65,M,40,20,2,1,0,0,0,N,2,3,4
93.97,1.69,M,48,0,0,0,0,0,0,N,0,0,0
108.37,1.7,V,49,0,0,0,22,17,0,S,0,1,2
119.72,1.73,V,70,0,4,3,0,8,0,N,1,4,3
90.22,1.74,V,31,0,0,0,19,6,0,N,1,2,4
92.79,1.64,M,33,0,0,4,4,1,1,N,0,1,3
96.88,1.8,V,44,0,0,0,1,0,0,N,0,2,1
113.11,1.78,V,67,0,0,2,0,2,0,N,2,3,2
97.27,1.78,V,28,0,0,0,0,0,0,N,1,1,1
105.63,1.76,V,41,0,4,3,0,0,3,N,2,2,2
98.55,1.65,M,48,0,22,0,12,10,0,N,0,2,2
55.12,1.75,V,62,140,0,0,15,14,0,N,2,3,4
113.95,1.82,V,54,0,28,0,0,0,1,N,0,2,3
100.3,1.71,V,28,0,0,2,8,9,0,N,0,2,3
98.84,1.7,M,18,0,13,1,7,6,0,N,1,1,0
49,1.65,M,29,40,0,0,15,9,0,N,2,3,2
105.91,1.65,M,67,0,5,4,13,9,0,N,2,2,3
67.27,1.55,M,27,0,0,0,0,0,0,N,3,4,3
95.89,1.66,M,58,0,2,0,7,5,0,N,1,2,2
51.41,1.69,V,39,70,2,0,7,1,0,N,2,2,1
105.58,1.77,M,53,0,2,0,0,1,1,N,1,2,2
112.95,1.82,V,39,0,6,1,11,7,1,N,0,1,1
63.93,1.66,M,19,10,0,1,11,5,0,N,3,4,4
52.02,1.7,V,43,70,14,0,0,0,0,N,0,0,0
111.56,1.67,M,39,0,10,1,15,20,0,N,0,1,0
71.67,1.7,M,24,20,2,5,0,7,2,N,1,2,1
105.95,1.8,V,45,0,0,0,0,3,1,N,1,3,2
83.98,1.62,M,64,0,8,0,4,0,0,N,2,4,4
53.87,1.73,V,34,120,0,0,0,1,0,N,2,4,3
53.87,1.73,V,34,130,18,5,11,6,0,N,1,1,1
118.34,1.72,V,78,0,0,6,15,11,0,N,0,1,3
107.58,1.64,M,38,0,10,6,0,8,0,N,0,1,0
107.1,1.69,V,35,0,0,5,0,0,10,S,0,1,0
91.23,1.71,M,41,0,0,2,17,1,0,N,1,4,4
106.73,1.71,V,55,0,7,0,26,15,0,N,2,4,4
52.02,1.7,M,50,50,0,2,4,0,0,N,0,0,0
90.64,1.67,M,62,0,0,0,0,0,0,N,3,4,3
89.88,1.7,V,49,0,0,0,11,6,0,N,1,3,1
95.12,1.63,M,55,0,22,1,15,5,0,N,0,1,0
51.41,1.69,M,62,60,0,0,14,12,0,N,2,4,4
76.38,1.64,M,44,0,0,0,0,0,0,N,0,3,2
55.76,1.76,V,24,40,5,2,3,0,0,N,4,4,4
57.03,1.78,V,35,60,4,0,0,8,1,N,1,2,4
49,1.65,V,53,150,3,0,16,16,0,N,2,4,4
97.47,1.65,M,30,0,1,7,0,0,0,N,2,3,4
84.87,1.66,M,23,0,3,0,3,4,0,N,0,2,2
52.63,1.71,V,41,40,4,3,5,0,0,N,3,1,1
99.86,1.58,M,58,0,20,1,20,17,0,N,1,4,4
86.61,1.62,M,40,0,0,1,16,11,0,N,1,4,4
54.5,1.74,V,34,70,10,2,10,8,0,N,1,2,3
124.52,1.78,V,25,0,13,0,7,15,7,N,0,1,0
56.44,1.71,V,60,30,17,3,14,11,0,N,0,1,0
53.25,1.72,V,33,60,0,0,0,13,0,N,3,4,3
73.73,1.6,M,19,0,0,0,0,0,0,N,0,2,1
102.78,1.66,M,51,0,0,0,5,11,5,N,0,1,1
98.82,1.69,M,29,0,0,1,8,10,0,N,2,2,4
104.56,1.78,V,39,0,0,1,0,0,0,N,0,2,0
49.6,1.66,V,38,110,0,4,0,1,0,N,3,4,3
51.41,1.69,M,33,20,5,0,0,2,0,N,0,1,1
95.75,1.64,M,42,0,0,2,0,0,0,N,0,2,2
108.04,1.78,V,51,0,0,0,19,12,0,N,1,3,4
47.24,1.62,M,29,30,0,0,12,6,3,N,2,3,4
81.4,1.69,M,18,0,0,0,15,0,0,N,1,1,3
88.97,1.67,M,22,0,0,0,17,10,0,N,2,3,4
85.02,1.63,M,30,0,0,0,11,5,0,N,1,2,0
95.1,1.67,M,37,0,0,0,9,10,0,N,3,3,3
97.11,1.69,M,22,0,2,3,0,0,0,N,1,1,2
96,1.6,M,37,0,14,5,1,5,0,N,1,3,3
102.74,1.68,V,18,0,14,0,9,11,0,N,0,0,0
